,merchant_id,Cluster_k22_GMM_AIC_BIC
48942,M_ID_9cde9774dc,1
48943,M_ID_9cdedcac0c,10
48944,M_ID_9ce207038f,2
48945,M_ID_9ce3a35d80,9
48946,M_ID_9ce3d952db,17
48947,M_ID_9ce6bed2c3,13
48948,M_ID_9ce941a7dc,12
48949,M_ID_9cef7b183c,8
48950,M_ID_9cef83fcfb,9
48951,M_ID_9cf2ac54cf,1
48952,M_ID_9cf3408b65,11
48953,M_ID_9cf51c3121,1
48954,M_ID_9cf6320bd7,13
48955,M_ID_9cf6f4a34d,13
48956,M_ID_9cf83d993d,15
48957,M_ID_9cfa72d862,0
48958,M_ID_9cfb2f40cf,0
48959,M_ID_9cfb9ffcf0,1
48960,M_ID_9cffea5607,11
48961,M_ID_9d010feb90,15
48962,M_ID_9d017c9031,15
48963,M_ID_9d027ac275,2
48964,M_ID_9d0327d04f,13
48965,M_ID_9d06807432,17
48966,M_ID_9d07ff1f42,9
48967,M_ID_9d08425737,13
48968,M_ID_9d08842553,10
48969,M_ID_9d093a7605,14
48970,M_ID_9d096cffac,14
48971,M_ID_9d09940c00,11
48972,M_ID_9d09acecc2,14
48973,M_ID_9d0a554c12,13
48974,M_ID_9d0bbd53c6,17
48975,M_ID_9d136c8d44,11
48976,M_ID_9d1390d65a,5
48977,M_ID_9d1635190c,0
48978,M_ID_9d18dd5d9e,8
48979,M_ID_9d1948c32d,0
48980,M_ID_9d1b4ccd64,10
48981,M_ID_9d1fa455f2,20
48982,M_ID_9d22d33631,2
48983,M_ID_9d251b5949,14
48984,M_ID_9d2532b072,0
48985,M_ID_9d26293644,1
48986,M_ID_9d2b19867c,13
48987,M_ID_9d2f63101f,0
48988,M_ID_9d31d0a1b8,17
48989,M_ID_9d331e5a2a,17
48990,M_ID_9d341562f0,6
48991,M_ID_9d349d7446,1
48992,M_ID_9d3c39944a,15
48993,M_ID_9d3ed7b14e,17
48994,M_ID_9d40a30631,13
48995,M_ID_9d41786a50,13
48996,M_ID_9d4547dbf8,1
48997,M_ID_9d49ad7203,2
48998,M_ID_9d4b8b72d2,11
48999,M_ID_9d4bb5fd29,0
49000,M_ID_9d4e905b13,13
49001,M_ID_9d4f1245b0,14
49002,M_ID_9d4f186fef,10
49003,M_ID_9d507089d0,9
49004,M_ID_9d50ca15fd,15
49005,M_ID_9d51f198b8,17
49006,M_ID_9d536a5a14,12
49007,M_ID_9d568d219c,8
49008,M_ID_9d5c0439f5,13
49009,M_ID_9d5d80cd03,17
49010,M_ID_9d5e6456aa,17
49011,M_ID_9d5e6caee3,12
49012,M_ID_9d688e1478,11
49013,M_ID_9d6a6ab049,11
49014,M_ID_9d6f0cc46a,15
49015,M_ID_9d6f12f2ea,2
49016,M_ID_9d7013444a,13
49017,M_ID_9d72489fe1,1
49018,M_ID_9d73a82d4b,13
49019,M_ID_9d75455d96,13
49020,M_ID_9d75fff748,10
49021,M_ID_9d771f82c7,12
49022,M_ID_9d78422215,12
49023,M_ID_9d7c2ae740,17
49024,M_ID_9d7d817785,1
49025,M_ID_9d7e2e9a39,2
49026,M_ID_9d7e4d4f9e,5
49027,M_ID_9d7e722968,17
49028,M_ID_9d7f0311ea,17
49029,M_ID_9d80cea66f,6
49030,M_ID_9d81527693,0
49031,M_ID_9d825e6c77,9
49032,M_ID_9d84c2f2e4,13
49033,M_ID_9d852cbee1,14
49034,M_ID_9d88a2ed71,10
49035,M_ID_9d8963bd54,17
49036,M_ID_9d8c022fda,17
49037,M_ID_9d8e3b20fa,13
49038,M_ID_9d8f0ae162,2
49039,M_ID_9d96c7f076,13
49040,M_ID_9d999b7c08,8
49041,M_ID_9d9b14ac53,0
49042,M_ID_9d9c24f6ed,12
49043,M_ID_9d9dee3693,1
49044,M_ID_9d9e79f845,1
49045,M_ID_9d9f3f3ccf,1
49046,M_ID_9da1d5a0c9,17
49047,M_ID_9da273f6cc,16
49048,M_ID_9da340782d,1
49049,M_ID_9da48028a0,17
49050,M_ID_9da6af6f9c,15
49051,M_ID_9da7496958,15
49052,M_ID_9da97d821d,11
49053,M_ID_9dac6c92bb,0
49054,M_ID_9db5d8c87b,1
49055,M_ID_9db5edbf45,8
49056,M_ID_9db6be9308,1
49057,M_ID_9db7e8f4d3,8
49058,M_ID_9db98e120c,13
49059,M_ID_9dbaf7d4ed,8
49060,M_ID_9dbb397116,16
49061,M_ID_9dbbaabb0a,12
49062,M_ID_9dbd32787f,19
49063,M_ID_9dbd452515,17
49064,M_ID_9dc38037be,13
49065,M_ID_9dc39e1687,13
49066,M_ID_9dc3df6f57,15
49067,M_ID_9dc3e68b1e,14
49068,M_ID_9dc4870511,13
49069,M_ID_9dc6168819,17
49070,M_ID_9dca90bfa6,17
49071,M_ID_9dcdb9c21b,15
49072,M_ID_9dd129ab85,13
49073,M_ID_9dd4606e4f,1
49074,M_ID_9dd9d88c0b,17
49075,M_ID_9ddb7134d1,2
49076,M_ID_9de0597eec,1
49077,M_ID_9de2b8e08a,14
49078,M_ID_9de8c56cf3,2
49079,M_ID_9dea53fbab,17
49080,M_ID_9decf80e04,15
49081,M_ID_9dedfb6981,2
49082,M_ID_9dedfb9fc6,12
49083,M_ID_9df73746e6,9
49084,M_ID_9df7a2c4bd,2
49085,M_ID_9df9c73021,2
49086,M_ID_9dfa9d513d,8
49087,M_ID_9dfd670e30,15
49088,M_ID_9dfdce12c2,14
49089,M_ID_9dffd32ca2,15
49090,M_ID_9e002576e0,15
49091,M_ID_9e027a614b,1
49092,M_ID_9e03538fb9,13
49093,M_ID_9e03664da3,1
49094,M_ID_9e03dcfcb0,1
49095,M_ID_9e068f0c1f,13
49096,M_ID_9e0694ab05,11
49097,M_ID_9e09bb2f16,10
49098,M_ID_9e0a56d751,1
49099,M_ID_9e0c196856,2
49100,M_ID_9e0d03dccd,6
49101,M_ID_9e0fcd3163,19
49102,M_ID_9e10431b6a,2
49103,M_ID_9e10d59de3,17
49104,M_ID_9e11fdeb69,10
49105,M_ID_9e127ab516,9
49106,M_ID_9e129f624e,11
49107,M_ID_9e12c016b0,16
49108,M_ID_9e153bfb60,0
49109,M_ID_9e1964b585,13
49110,M_ID_9e1a4cdb26,19
49111,M_ID_9e1a8bdedd,1
49112,M_ID_9e1c6d112b,17
49113,M_ID_9e1d41a28a,9
49114,M_ID_9e1d9fa77d,16
49115,M_ID_9e1f08f9db,1
49116,M_ID_9e2298a08d,13
49117,M_ID_9e22bd2bf1,15
49118,M_ID_9e24639b1f,19
49119,M_ID_9e2729bb13,0
49120,M_ID_9e297736bd,11
49121,M_ID_9e30d027a8,2
49122,M_ID_9e31421dd1,2
49123,M_ID_9e31d58d8d,15
49124,M_ID_9e32edbf70,12
49125,M_ID_9e35949aa1,12
49126,M_ID_9e36013aeb,16
49127,M_ID_9e37889651,19
49128,M_ID_9e37e2bbe9,15
49129,M_ID_9e3a0560a6,11
49130,M_ID_9e3b831d67,13
49131,M_ID_9e3d5461a5,2
49132,M_ID_9e3f5fadfc,8
49133,M_ID_9e43be78a2,0
49134,M_ID_9e4580eeb0,2
49135,M_ID_9e4667497a,11
49136,M_ID_9e4832ebd0,15
49137,M_ID_9e496abcbf,11
49138,M_ID_9e53bec4cf,0
49139,M_ID_9e54014bea,0
49140,M_ID_9e595a01a5,11
49141,M_ID_9e59f3224f,15
49142,M_ID_9e5b02b8b6,1
49143,M_ID_9e5c39d739,15
49144,M_ID_9e5d72a0d1,11
49145,M_ID_9e5e95008d,6
49146,M_ID_9e6427d19e,2
49147,M_ID_9e67973160,2
49148,M_ID_9e683aacd6,13
49149,M_ID_9e69eaedc5,1
49150,M_ID_9e6a55f952,20
49151,M_ID_9e6c945fbb,11
49152,M_ID_9e6fdb9ea7,2
49153,M_ID_9e6ffffc95,17
49154,M_ID_9e711b2be5,15
49155,M_ID_9e719ea4f3,14
49156,M_ID_9e75202481,1
49157,M_ID_9e77376d73,1
49158,M_ID_9e77a508c4,2
49159,M_ID_9e782577ae,8
49160,M_ID_9e7865d16c,2
49161,M_ID_9e79dc4659,21
49162,M_ID_9e7ac3bb9f,14
49163,M_ID_9e7aec0d87,19
49164,M_ID_9e7c9a66d1,14
49165,M_ID_9e7d2134e5,14
49166,M_ID_9e7d554bd0,10
49167,M_ID_9e7d678f62,1
49168,M_ID_9e7ddbb844,1
49169,M_ID_9e7e4341e2,17
49170,M_ID_9e7e4f602a,13
49171,M_ID_9e804ecbcb,5
49172,M_ID_9e84cda3b1,5
49173,M_ID_9e86a21951,7
49174,M_ID_9e88965f79,0
49175,M_ID_9e895978d9,1
49176,M_ID_9e8a59da0d,1
49177,M_ID_9e8a5b900a,11
49178,M_ID_9e8a806513,1
49179,M_ID_9e8b4e68f2,1
49180,M_ID_9e8b7ac157,12
49181,M_ID_9e8ba2a24b,12
49182,M_ID_9e92d98a98,2
49183,M_ID_9e952bd877,0
49184,M_ID_9e95d101d5,13
49185,M_ID_9e95f3ba73,17
49186,M_ID_9e983f4097,20
49187,M_ID_9e98b993a1,19
49188,M_ID_9e99f23816,11
49189,M_ID_9e9d7d03f4,9
49190,M_ID_9e9da90b4f,12
49191,M_ID_9e9e8a8357,12
49192,M_ID_9ea15e145f,15
49193,M_ID_9ea173d8dc,13
49194,M_ID_9ea3a4c194,8
49195,M_ID_9ea3f6fe84,13
49196,M_ID_9ea44dddae,15
49197,M_ID_9ea6356730,1
49198,M_ID_9ea7ecd145,13
49199,M_ID_9ea8eb4806,12
49200,M_ID_9eaac1550a,8
49201,M_ID_9ead859357,19
49202,M_ID_9eb4b5b8b9,13
49203,M_ID_9eb79aa8af,6
49204,M_ID_9eb81f7024,2
49205,M_ID_9eb967c84a,1
49206,M_ID_9eb98ff030,1
49207,M_ID_9eba3ea913,16
49208,M_ID_9ebb459f28,17
49209,M_ID_9ebb608c38,11
49210,M_ID_9ebe34c61f,2
49211,M_ID_9ec177daa0,14
49212,M_ID_9ec500d87f,11
49213,M_ID_9ec5a446e5,17
49214,M_ID_9ec6b14f77,12
49215,M_ID_9ec80d56fe,17
49216,M_ID_9ec9eb3d9f,13
49217,M_ID_9ecbd3f0a0,17
49218,M_ID_9ece336fba,12
49219,M_ID_9ed062ae2c,1
49220,M_ID_9ed3a3fdff,0
49221,M_ID_9ed3accf6d,9
49222,M_ID_9ed5662d8b,1
49223,M_ID_9ed743ac5b,17
49224,M_ID_9ed7a9e42a,1
49225,M_ID_9ed7e88844,20
49226,M_ID_9ed86e291a,17
49227,M_ID_9eda0d5f4e,8
49228,M_ID_9edac1b828,17
49229,M_ID_9edb54d34e,15
49230,M_ID_9edd6cc3a8,17
49231,M_ID_9ee2dd16bc,19
49232,M_ID_9ee61ac2f0,20
49233,M_ID_9ee6eb7966,16
49234,M_ID_9ee7e7f0a1,17
49235,M_ID_9ee93a6526,14
49236,M_ID_9ee965eed6,10
49237,M_ID_9eea436a69,13
49238,M_ID_9eeb443a95,13
49239,M_ID_9eeb4d1545,10
49240,M_ID_9eeb5376ce,10
49241,M_ID_9eee0f80fc,13
49242,M_ID_9ef1a49d18,1
49243,M_ID_9ef1adf872,16
49244,M_ID_9ef2bece6b,16
49245,M_ID_9ef2e3cf76,9
49246,M_ID_9ef33c4c32,15
49247,M_ID_9ef539b4c0,0
49248,M_ID_9ef5e81931,13
49249,M_ID_9ef83ea29f,1
49250,M_ID_9efe0296e1,10
49251,M_ID_9f02da2f19,14
49252,M_ID_9f03088002,1
49253,M_ID_9f03511c91,17
49254,M_ID_9f045e097f,15
49255,M_ID_9f04c20fb3,0
49256,M_ID_9f09013e74,5
49257,M_ID_9f09d3958c,16
49258,M_ID_9f0bb8a910,1
49259,M_ID_9f0bfca44f,1
49260,M_ID_9f0ca864d7,14
49261,M_ID_9f107de8aa,11
49262,M_ID_9f11c207c1,1
49263,M_ID_9f14b2a925,15
49264,M_ID_9f1729e420,9
49265,M_ID_9f1fcd03b4,13
49266,M_ID_9f202d57c9,17
49267,M_ID_9f21437ffe,15
49268,M_ID_9f227ee53d,10
49269,M_ID_9f22bde445,12
49270,M_ID_9f25313f59,13
49271,M_ID_9f26996178,13
49272,M_ID_9f2999492b,15
49273,M_ID_9f2eaee2f5,8
49274,M_ID_9f30c98a0e,1
49275,M_ID_9f30df259f,0
49276,M_ID_9f3230e8ad,16
49277,M_ID_9f33f3ab95,1
49278,M_ID_9f365de115,13
49279,M_ID_9f370d301f,2
49280,M_ID_9f39602033,1
49281,M_ID_9f398efabc,19
49282,M_ID_9f3c1e4813,17
49283,M_ID_9f40d9545b,13
49284,M_ID_9f556e166f,17
49285,M_ID_9f57b9e581,15
49286,M_ID_9f596410eb,20
49287,M_ID_9f5f9082f2,15
49288,M_ID_9f6031a227,16
49289,M_ID_9f60403d7f,13
49290,M_ID_9f6102e484,14
49291,M_ID_9f64b9368a,13
49292,M_ID_9f67544ff0,14
49293,M_ID_9f68b04ba4,14
49294,M_ID_9f6dc9fe20,17
49295,M_ID_9f72b371af,1
49296,M_ID_9f75f10999,2
49297,M_ID_9f79ecba0e,1
49298,M_ID_9f7a0af18c,11
49299,M_ID_9f7a3a676a,14
49300,M_ID_9f7afe6eaa,17
49301,M_ID_9f7bdd0c74,16
49302,M_ID_9f7cbb7ae3,1
49303,M_ID_9f7cdb2098,15
49304,M_ID_9f7e7e4671,16
49305,M_ID_9f80224f6f,14
49306,M_ID_9f80608d72,14
49307,M_ID_9f80e2c253,9
49308,M_ID_9f83e4de3e,5
49309,M_ID_9f8cf57444,19
49310,M_ID_9f8d98ff72,11
49311,M_ID_9f8f5349d3,13
49312,M_ID_9f913e2833,15
49313,M_ID_9f92327e00,17
49314,M_ID_9f92cc2efd,9
49315,M_ID_9f930e41cc,16
49316,M_ID_9f939c1012,12
49317,M_ID_9f94734ed7,17
49318,M_ID_9f95346852,0
49319,M_ID_9f9583cdf9,13
49320,M_ID_9f9596318e,9
49321,M_ID_9f995c7216,10
49322,M_ID_9f99aa4a8f,16
49323,M_ID_9f9cc0dfdc,8
49324,M_ID_9f9cdb0a44,16
49325,M_ID_9fa08053a0,15
49326,M_ID_9fa14f8f2c,1
49327,M_ID_9fa35d724c,11
49328,M_ID_9fa541c3e3,19
49329,M_ID_9fa7e0736c,17
49330,M_ID_9fa81c068c,15
49331,M_ID_9fa9e782d3,15
49332,M_ID_9fb4fb4cfa,17
49333,M_ID_9fb53dcb0a,1
49334,M_ID_9fb936ce6f,15
49335,M_ID_9fbaa741ec,13
49336,M_ID_9fbdffadc4,1
49337,M_ID_9fbe98d56b,14
49338,M_ID_9fc70b48ce,16
49339,M_ID_9fc7de3c0e,15
49340,M_ID_9fc83ad7c9,11
49341,M_ID_9fc8a3df1f,1
49342,M_ID_9fc933f033,1
49343,M_ID_9fce02f61b,13
49344,M_ID_9fd2477b15,15
49345,M_ID_9fd3d388ee,1
49346,M_ID_9fd5b88efb,13
49347,M_ID_9fd7dae618,13
49348,M_ID_9fd91edae4,13
49349,M_ID_9fd9317772,2
49350,M_ID_9fdad02040,17
49351,M_ID_9fdf60574d,17
49352,M_ID_9fdfbb370d,17
49353,M_ID_9fe020d491,8
49354,M_ID_9fe0adc3a3,9
49355,M_ID_9fe30a9c75,17
49356,M_ID_9fe315ab7d,17
49357,M_ID_9fe51c13c4,9
49358,M_ID_9fe6b9ccab,17
49359,M_ID_9fe77a9cd5,12
49360,M_ID_9fe7c6a77d,1
49361,M_ID_9fe8d94c2f,0
49362,M_ID_9fe97b0e23,16
49363,M_ID_9feb5f55a6,14
49364,M_ID_9fed37b191,14
49365,M_ID_9feec3cdc7,0
49366,M_ID_9fef0c55ae,2
49367,M_ID_9fef6856e4,19
49368,M_ID_9fefff7a38,13
49369,M_ID_9ff0dae5ff,14
49370,M_ID_9ff0edde28,10
49371,M_ID_9ff164e167,17
49372,M_ID_9ff1bc3b2c,12
49373,M_ID_9ff7faa90c,2
49374,M_ID_9ff97d5881,19
49375,M_ID_9ffd2223ee,1
49376,M_ID_9fff936906,1
49377,M_ID_a000096607,13
49378,M_ID_a0022bd9e3,1
49379,M_ID_a002de04df,2
49380,M_ID_a0034574d9,17
49381,M_ID_a0083ec558,15
49382,M_ID_a0088fc8c5,19
49383,M_ID_a00d9e7505,15
49384,M_ID_a00ea410f5,9
49385,M_ID_a00edff034,13
49386,M_ID_a0101df4a8,14
49387,M_ID_a015962533,1
49388,M_ID_a016568287,11
49389,M_ID_a017e78681,14
49390,M_ID_a0190241d9,12
49391,M_ID_a019e58dae,13
49392,M_ID_a01a833337,11
49393,M_ID_a01ab9755b,1
49394,M_ID_a01e5ca31e,11
49395,M_ID_a0220fa8af,2
49396,M_ID_a022e0a1bd,17
49397,M_ID_a023fca2a9,1
49398,M_ID_a02455d12d,1
49399,M_ID_a027847e92,1
49400,M_ID_a027b43c91,17
49401,M_ID_a0281ef9ea,16
49402,M_ID_a029e25936,16
49403,M_ID_a03194191a,9
49404,M_ID_a038a58c8c,13
49405,M_ID_a03a528c61,11
49406,M_ID_a03eaa2977,11
49407,M_ID_a042e2967f,13
49408,M_ID_a0441d9114,16
49409,M_ID_a047d91431,1
49410,M_ID_a04aacb0dd,15
49411,M_ID_a051e6b315,2
49412,M_ID_a056c80093,20
49413,M_ID_a0573e3bce,0
49414,M_ID_a057990c4c,13
49415,M_ID_a0590aa949,2
49416,M_ID_a05934ad3f,14
49417,M_ID_a05af41eff,13
49418,M_ID_a0607ecaba,1
49419,M_ID_a063b9010d,17
49420,M_ID_a064689068,19
49421,M_ID_a0658d625a,17
49422,M_ID_a0690bc88e,13
49423,M_ID_a06d43d129,12
49424,M_ID_a06d6a3509,9
49425,M_ID_a077463c80,17
49426,M_ID_a07b4e2b73,13
49427,M_ID_a07c0a4f56,17
49428,M_ID_a07fdd3ca0,9
49429,M_ID_a07ffdf8e1,21
49430,M_ID_a08067121b,1
49431,M_ID_a0829cea17,8
49432,M_ID_a085b88f1b,19
49433,M_ID_a08b92e100,9
49434,M_ID_a08e7593d3,6
49435,M_ID_a08fe74b06,5
49436,M_ID_a0912efd3c,17
49437,M_ID_a0921b2872,11
49438,M_ID_a0929c3d94,16
49439,M_ID_a092f5cfd3,0
49440,M_ID_a0963d640f,2
49441,M_ID_a096e0bb65,13
49442,M_ID_a098a48ada,2
49443,M_ID_a09b37bf12,12
49444,M_ID_a09b4ade14,14
49445,M_ID_a09d8b29dc,17
49446,M_ID_a0a0c485b5,9
49447,M_ID_a0a84b3e51,19
49448,M_ID_a0a976b3b0,1
49449,M_ID_a0ac4ee34e,13
49450,M_ID_a0ac7755fa,12
49451,M_ID_a0ac8dcaae,1
49452,M_ID_a0aebae6c9,17
49453,M_ID_a0b0dff748,2
49454,M_ID_a0b3d47c80,12
49455,M_ID_a0b4504c74,13
49456,M_ID_a0b5626343,15
49457,M_ID_a0b5adc543,11
49458,M_ID_a0b7e54ceb,1
49459,M_ID_a0bd6b7429,14
49460,M_ID_a0bdb41a20,17
49461,M_ID_a0bec1c066,5
49462,M_ID_a0bf300e62,8
49463,M_ID_a0c0598608,1
49464,M_ID_a0c228f362,19
49465,M_ID_a0c5e1c408,15
49466,M_ID_a0c9e2ecae,1
49467,M_ID_a0ca5ad907,12
49468,M_ID_a0cd6bbec1,2
49469,M_ID_a0cd871542,13
49470,M_ID_a0cf615284,15
49471,M_ID_a0d0ac6076,13
49472,M_ID_a0d185dcdc,2
49473,M_ID_a0d75f9174,9
49474,M_ID_a0d9d28ded,1
49475,M_ID_a0da55061a,15
49476,M_ID_a0da5b67da,15
49477,M_ID_a0dd9159be,14
49478,M_ID_a0de5d7653,16
49479,M_ID_a0e1228a09,2
49480,M_ID_a0e36f59ad,15
49481,M_ID_a0ecbaeeed,16
49482,M_ID_a0eddfc3f2,19
49483,M_ID_a0eef20623,0
49484,M_ID_a0ef9c261a,17
49485,M_ID_a0efffddd3,20
49486,M_ID_a0f003254c,17
49487,M_ID_a0f042ad10,2
49488,M_ID_a0f147e207,15
49489,M_ID_a0f2416a21,11
49490,M_ID_a0f52b8999,20
49491,M_ID_a0f8e8f0eb,13
49492,M_ID_a0fc0376f6,2
49493,M_ID_a0fc31bba0,2
49494,M_ID_a0fd6cb53d,12
49495,M_ID_a0fe18b067,0
49496,M_ID_a0fea15838,15
49497,M_ID_a0feec1f46,8
49498,M_ID_a0ff7edc11,10
49499,M_ID_a1029ff139,14
49500,M_ID_a10382c57a,5
49501,M_ID_a103f57e35,2
49502,M_ID_a104918a00,20
49503,M_ID_a104fbd447,15
49504,M_ID_a1051067ce,19
49505,M_ID_a106d57054,11
49506,M_ID_a1086c19c1,6
49507,M_ID_a10b04aa49,10
49508,M_ID_a10c831bea,1
49509,M_ID_a10cb6f230,15
49510,M_ID_a10feab804,2
49511,M_ID_a1117d057f,17
49512,M_ID_a111eb9556,0
49513,M_ID_a113445fd0,2
49514,M_ID_a1173eabf4,9
49515,M_ID_a1177ef310,16
49516,M_ID_a11a7642ce,11
49517,M_ID_a11b86e404,1
49518,M_ID_a11be06aa2,1
49519,M_ID_a11c244aa6,19
49520,M_ID_a125d9a668,14
49521,M_ID_a1279494ba,15
49522,M_ID_a128f8b881,2
49523,M_ID_a12928b4d9,11
49524,M_ID_a12a5a068b,1
49525,M_ID_a12d88a9dc,1
49526,M_ID_a12de91da1,17
49527,M_ID_a12e82f450,13
49528,M_ID_a12fbb349c,17
49529,M_ID_a13587dfdc,17
49530,M_ID_a1361554ea,17
49531,M_ID_a1394063c2,17
49532,M_ID_a13976b091,9
49533,M_ID_a13a0a088b,2
49534,M_ID_a13a2c10a0,0
49535,M_ID_a13cf78c82,16
49536,M_ID_a13e318f6d,17
49537,M_ID_a1410e5b93,1
49538,M_ID_a1444ad7eb,19
49539,M_ID_a144a725de,11
49540,M_ID_a145355307,5
49541,M_ID_a145495402,11
49542,M_ID_a14554dd81,2
49543,M_ID_a145f250e6,11
49544,M_ID_a146a20231,14
49545,M_ID_a1488d90a4,8
49546,M_ID_a1492a9797,15
49547,M_ID_a14d990eb7,13
49548,M_ID_a155af09b1,11
49549,M_ID_a1587b6687,11
49550,M_ID_a1635a9bda,13
49551,M_ID_a16378c49e,10
49552,M_ID_a163e31ef6,15
49553,M_ID_a1657d3498,0
49554,M_ID_a16b19b8d0,1
49555,M_ID_a16b37f080,12
49556,M_ID_a16bf86012,12
49557,M_ID_a16cbd8202,6
49558,M_ID_a170aa0c7f,1
49559,M_ID_a172402a16,14
49560,M_ID_a176429454,1
49561,M_ID_a176c6be86,19
49562,M_ID_a17912af4d,0
49563,M_ID_a17a19ba8a,1
49564,M_ID_a17da97f29,17
49565,M_ID_a17dbb37a7,15
49566,M_ID_a17f4dc400,1
49567,M_ID_a1818926a9,6
49568,M_ID_a181ac7239,13
49569,M_ID_a18494c639,12
49570,M_ID_a185b622a9,15
49571,M_ID_a185c1661e,1
49572,M_ID_a1877b594d,0
49573,M_ID_a1877de97e,9
49574,M_ID_a18ac1feac,11
49575,M_ID_a18c6e68ed,1
49576,M_ID_a18e97cad6,1
49577,M_ID_a18f09fa3a,2
49578,M_ID_a18fcdaea0,16
49579,M_ID_a192037ca8,8
49580,M_ID_a19580acc5,17
49581,M_ID_a1964476b5,1
49582,M_ID_a198d74124,2
49583,M_ID_a19b1af9ad,2
49584,M_ID_a19bb382aa,8
49585,M_ID_a19d05ed7a,14
49586,M_ID_a19dc97801,11
49587,M_ID_a19f0683ea,12
49588,M_ID_a1a0f8d587,11
49589,M_ID_a1a11f608d,0
49590,M_ID_a1a2c0e7de,12
49591,M_ID_a1a35cae73,2
49592,M_ID_a1a36d67d5,2
49593,M_ID_a1a7695a00,16
49594,M_ID_a1aa23726e,11
49595,M_ID_a1aa952ef9,1
49596,M_ID_a1ab55554c,1
49597,M_ID_a1acee12cb,12
49598,M_ID_a1af960b73,11
49599,M_ID_a1b16b12fa,13
49600,M_ID_a1b25c8e5b,15
49601,M_ID_a1b520fe4a,15
49602,M_ID_a1b64c2c25,12
49603,M_ID_a1b682d963,13
49604,M_ID_a1b68c804f,0
49605,M_ID_a1bb5f13e9,2
49606,M_ID_a1bc5fef8e,1
49607,M_ID_a1bce0940b,2
49608,M_ID_a1bec44862,13
49609,M_ID_a1c135b625,2
49610,M_ID_a1c2dde6e3,1
49611,M_ID_a1c49f7da8,1
49612,M_ID_a1c691f85a,2
49613,M_ID_a1c780818e,13
49614,M_ID_a1c9c37177,2
49615,M_ID_a1ca59116e,17
49616,M_ID_a1caf031c2,17
49617,M_ID_a1cb6bbe3c,21
49618,M_ID_a1cf49b31d,15
49619,M_ID_a1d1aee624,13
49620,M_ID_a1d232f9e6,11
49621,M_ID_a1d48be177,0
49622,M_ID_a1d4d8c9f2,14
49623,M_ID_a1d4ff5e46,1
49624,M_ID_a1d63e9eb6,14
49625,M_ID_a1d75ff252,1
49626,M_ID_a1d76ddc5c,11
49627,M_ID_a1d79be672,11
49628,M_ID_a1d9695431,1
49629,M_ID_a1daec2339,17
49630,M_ID_a1de4fd648,14
49631,M_ID_a1deec6788,2
49632,M_ID_a1df5c55d2,12
49633,M_ID_a1df8a6f75,21
49634,M_ID_a1e071a655,2
49635,M_ID_a1e15901a0,8
49636,M_ID_a1e17ee4d1,11
49637,M_ID_a1e1ee48e9,12
49638,M_ID_a1e2cec778,1
49639,M_ID_a1e30aeeec,14
49640,M_ID_a1e47e7612,14
49641,M_ID_a1ea9597c8,15
49642,M_ID_a1eac7067f,9
49643,M_ID_a1eae63861,12
49644,M_ID_a1ef0753a9,20
49645,M_ID_a1f1968d1e,17
49646,M_ID_a1f21a2995,14
49647,M_ID_a1f25be46b,17
49648,M_ID_a1f36afb4f,11
49649,M_ID_a1f43eda68,2
49650,M_ID_a1f6b409cb,9
49651,M_ID_a1fda04f17,2
49652,M_ID_a1ffac19a3,12
49653,M_ID_a200b7ad59,13
49654,M_ID_a200c97fc0,17
49655,M_ID_a202db669a,1
49656,M_ID_a207c962f6,13
49657,M_ID_a208661c32,9
49658,M_ID_a20a3ee45f,8
49659,M_ID_a210ff3dca,19
49660,M_ID_a21169bc73,19
49661,M_ID_a211bbf792,2
49662,M_ID_a213cab8ca,11
49663,M_ID_a21630d3b3,17
49664,M_ID_a218d733c5,11
49665,M_ID_a21912527b,9
49666,M_ID_a21d1047a2,15
49667,M_ID_a21db7f0ff,11
49668,M_ID_a222524a94,12
49669,M_ID_a224015da6,14
49670,M_ID_a2253cab45,8
49671,M_ID_a225855c6f,9
49672,M_ID_a225a7020d,11
49673,M_ID_a22715fc22,19
49674,M_ID_a227a1191d,1
49675,M_ID_a227c96c2b,17
49676,M_ID_a227d9a9a7,13
49677,M_ID_a22d6204f8,15
49678,M_ID_a2305ea18a,8
49679,M_ID_a230812d38,19
49680,M_ID_a231c8b16b,2
49681,M_ID_a23234db83,13
49682,M_ID_a2326af35c,13
49683,M_ID_a2327d267a,16
49684,M_ID_a234a583c8,17
49685,M_ID_a2361ee499,13
49686,M_ID_a237303ba3,2
49687,M_ID_a23a49327c,8
49688,M_ID_a23a51347e,14
49689,M_ID_a23c4772f2,6
49690,M_ID_a23d5cd5f4,14
49691,M_ID_a243d4f842,12
49692,M_ID_a24530d19c,13
49693,M_ID_a2477a188e,2
49694,M_ID_a248590cae,1
49695,M_ID_a248646e16,12
49696,M_ID_a24a1d8371,9
49697,M_ID_a24c15cc3b,1
49698,M_ID_a24c1fa116,14
49699,M_ID_a24c4be48e,13
49700,M_ID_a24ed32432,2
49701,M_ID_a2522758bb,12
49702,M_ID_a25230f71e,6
49703,M_ID_a25260f03d,11
49704,M_ID_a2554af9ca,12
49705,M_ID_a256b50868,14
49706,M_ID_a257557c63,9
49707,M_ID_a25ac961c5,8
49708,M_ID_a25cb13f8c,14
49709,M_ID_a25d00fd1f,2
49710,M_ID_a25f88c910,2
49711,M_ID_a25fdc2b4a,6
